index_id,asof_date,symbol,source_symbol,source_order,company_name,sector,listing_exchange,source_url,source_revision_timestamp,source_note
sp500,2018-01-02,A,A,1,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,AAL,AAL,2,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,AAP,AAP,3,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,AAPL,AAPL,4,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,ABBV,ABBV,5,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,ABC,ABC,6,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,ABT,ABT,7,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,ACN,ACN,8,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,ADBE,ADBE,9,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,ADI,ADI,10,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,ADM,ADM,11,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,ADP,ADP,12,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,ADS,ADS,13,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,ADSK,ADSK,14,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,AEE,AEE,15,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,AEP,AEP,16,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,AES,AES,17,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,AET,AET,18,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,AFL,AFL,19,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,AGN,AGN,20,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,AIG,AIG,21,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,AIV,AIV,22,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,AIZ,AIZ,23,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,AJG,AJG,24,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,AKAM,AKAM,25,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,ALB,ALB,26,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,ALGN,ALGN,27,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,ALK,ALK,28,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,ALL,ALL,29,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,ALLE,ALLE,30,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,ALXN,ALXN,31,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,AMAT,AMAT,32,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,AMD,AMD,33,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,AME,AME,34,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,AMG,AMG,35,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,AMGN,AMGN,36,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,AMP,AMP,37,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,AMT,AMT,38,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,AMZN,AMZN,39,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,ANDV,ANDV,40,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,ANSS,ANSS,41,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,ANTM,ANTM,42,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,AON,AON,43,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,AOS,AOS,44,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,APA,APA,45,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,APC,APC,46,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,APD,APD,47,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,APH,APH,48,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,APTV,APTV,49,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,ARE,ARE,50,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,ARNC,ARNC,51,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,ATVI,ATVI,52,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,AVB,AVB,53,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,AVGO,AVGO,54,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,AVY,AVY,55,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,AWK,AWK,56,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,AXP,AXP,57,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,AYI,AYI,58,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,AZO,AZO,59,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,BA,BA,60,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,BAC,BAC,61,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,BAX,BAX,62,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,BBT,BBT,63,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,BBY,BBY,64,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,BCR,BCR,506,CR Bard,,,SP500/changes.json,,Point-in-time correction added from local SP500/changes.json audit. 2018-01-03 HII replaced BCR; therefore BCR should still be in the 2018-01-02 roster.
sp500,2018-01-02,BDX,BDX,65,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,BEN,BEN,66,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,BF B,BF.B,67,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,BHF,BHF,68,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,BHGE,BHGE,69,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,BIIB,BIIB,70,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,BK,BK,71,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,BLK,BLK,73,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,BLL,BLL,74,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,BMY,BMY,75,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,BRK B,BRK.B,76,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,BSX,BSX,77,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,BWA,BWA,78,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,BXP,BXP,79,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,C,C,80,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,CA,CA,81,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,CAG,CAG,82,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,CAH,CAH,83,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,CAT,CAT,84,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,CB,CB,85,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,CBG,CBRE,87,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership. Historical TAQ symbol correction for 2018-01-02: CBRE -> CBG."
sp500,2018-01-02,CBOE,CBOE,86,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,CBS,CBS,88,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,CCI,CCI,89,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,CCL,CCL,90,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,CDNS,CDNS,91,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,CELG,CELG,92,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,CERN,CERN,93,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,CF,CF,94,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,CFG,CFG,95,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,CHD,CHD,96,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,CHK,CHK,97,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,CHRW,CHRW,98,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,CHTR,CHTR,99,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,CI,CI,100,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,CINF,CINF,101,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,CL,CL,102,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,CLX,CLX,103,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,CMA,CMA,104,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,CMCS A,CMCSA,105,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership. Historical TAQ symbol correction for 2018-01-02: CMCSA -> CMCS A."
sp500,2018-01-02,CME,CME,106,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,CMG,CMG,107,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,CMI,CMI,108,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,CMS,CMS,109,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,CNC,CNC,110,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,CNP,CNP,111,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,COF,COF,112,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,COG,COG,113,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,COL,COL,114,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,COO,COO,115,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,COP,COP,116,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,COST,COST,117,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,COTY,COTY,118,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,CPB,CPB,119,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,CRM,CRM,121,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,CSCO,CSCO,122,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,CSRA,CSRA,123,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,CSX,CSX,124,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,CTAS,CTAS,125,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,CTL,CTL,126,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
sp500,2018-01-02,CTSH,CTSH,127,,,,user_provided,,"User-provided S&P 500 start list recorded on 2026-06-03; unverified public/pilot anchor, not final Bloomberg membership."
